event_id,title,url,outlet,start_date,session_time,registration_open,min_price,max_price,source
57319649,TPE Zone 1 RN Zumba Gold 23.05.26,https://www.onepa.gov.sg/events/tpe-zone-1-rn-zumba-gold-23-05-26-57319649,Toa Payoh East Zone 1 RN,23 May 2026,9:30 AM - 11:30 AM,True,0.0,0.0,Health & Fitness (this-month)
58993713,TPE Zone 1 RN Zumba Gold 16.05.26,https://www.onepa.gov.sg/events/tpe-zone-1-rn-zumba-gold-16-05-26-58993713,Toa Payoh East Zone 1 RN,16 May 2026,9:30 AM - 11:30 AM,True,0.0,0.0,Health & Fitness (this-month)
69292845,[Yew Tee CC IAEC] Badminton Interest Group (May 2026) ,https://www.onepa.gov.sg/events/yew-tee-cc-iaec-badminton-interest-group-may-2026-69292845,Yew Tee CC,05 May 2026 - 26 May 2026,7:00 PM - 9:00 PM,True,4.0,4.0,Health & Fitness (this-month)
89317134,Jalan Kayu CSN - Bidadari Park Walk on 24 May 2026,https://www.onepa.gov.sg/events/jalan-kayu-csn-bidadari-park-walk-on-24-may-2026-89317134,Fernvale CC,24 May 2026,8:00 AM - 11:30 AM,True,3.0,3.0,Health & Fitness (this-month)
61530526,Tampines Changkat free TCM service by Public Free Clinic Society - May 2026  ,https://www.onepa.gov.sg/events/tampines-changkat-free-tcm-service-by-public-free-clinic-society-may-2026-61530526,Tampines Changkat CC,06 May 2026 - 20 May 2026,1:30 PM - 4:00 PM,True,0.0,0.0,Health & Fitness (this-month)
20645135,CSHLRN Community Nursing @Hong Lim 2026.05.14,https://www.onepa.gov.sg/events/cshlrn-community-nursing-hong-lim-2026-05-14-20645135,Chin Swee-Hong Lim RN,14 May 2026,10:00 AM - 6:00 PM,True,0.0,0.0,Health & Fitness (this-month)
86108777,CSHLRN HPB Resistance Bands 2026.05.14,https://www.onepa.gov.sg/events/cshlrn-hpb-resistance-bands-2026-05-14-86108777,Chin Swee-Hong Lim RN,14 May 2026,10:00 AM - 8:00 PM,True,0.0,0.0,Health & Fitness (this-month)
66050279,Tampines Changkat CC - Healing Sessions,https://www.onepa.gov.sg/events/tampines-changkat-cc-healing-sessions-66050279,Tampines Changkat CC,15 May 2026,1:30 PM - 3:00 PM,True,0.0,0.0,Health & Fitness (this-month)
18352021,PAssion Wave @ Pasir Ris 30 MAY 2026 Sea Dragon Boat Rentals (For established team training only) ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-30-may-2026-sea-dragon-boat-rentals-for-established-team-training-only-18352021,Passion Wave @ Pasir Ris,30 May 2026,9:00 AM - 5:00 PM,False,0.0,0.0,Health & Fitness (this-month)
31462139,PAssion Wave @ Pasir Ris 13 - 17 MAY 2026 Laser Sailboat Rentals (SSF cert required) ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-13-17-may-2026-laser-sailboat-rentals-ssf-cert-required-31462139,Passion Wave @ Pasir Ris,13 May 2026 - 17 May 2026,9:00 AM - 5:00 PM,True,29.0,32.0,Health & Fitness (this-month)
32343849,PAssion Wave @ Pasir Ris 28 - 30 MAY 2026 Laser Sailboat Rentals (SSF cert required)  ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-28-30-may-2026-laser-sailboat-rentals-ssf-cert-required-32343849,Passion Wave @ Pasir Ris,28 May 2026 - 30 May 2026,9:00 AM - 5:00 PM,False,29.0,32.0,Health & Fitness (this-month)
40098178,PAssion Wave @ Pasir Ris 28 - 30 MAY 2026 Pico Sailboat Rentals (SSF cert required)   ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-28-30-may-2026-pico-sailboat-rentals-ssf-cert-required-40098178,Passion Wave @ Pasir Ris,28 May 2026 - 30 May 2026,9:00 AM - 5:00 PM,False,24.0,26.0,Health & Fitness (this-month)
87070106,PAssion Wave @ Pasir Ris 20 - 24 MAY 2026 Pico Sailboat Rentals (SSF cert required)   ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-20-24-may-2026-pico-sailboat-rentals-ssf-cert-required-87070106,Passion Wave @ Pasir Ris,20 May 2026 - 24 May 2026,9:00 AM - 5:00 PM,False,24.0,26.0,Health & Fitness (this-month)
90096455,PAssion Wave @ Pasir Ris 20 - 24 MAY 2026 Laser Sailboat Rentals (SSF cert required)  ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-20-24-may-2026-laser-sailboat-rentals-ssf-cert-required-90096455,Passion Wave @ Pasir Ris,20 May 2026 - 24 May 2026,9:00 AM - 5:00 PM,False,29.0,32.0,Health & Fitness (this-month)
91263385,PAssion Wave @ Pasir Ris 13 - 17 MAY 2026 Pico Sailboat Rentals (SSF cert required)  ,https://www.onepa.gov.sg/events/passion-wave-pasir-ris-13-17-may-2026-pico-sailboat-rentals-ssf-cert-required-91263385,Passion Wave @ Pasir Ris,13 May 2026 - 17 May 2026,9:00 AM - 5:00 PM,True,24.0,26.0,Health & Fitness (this-month)
68707875,"[Ang Mo Kio CC] Healthy Families, Strong Communities (23 May 2026)",https://www.onepa.gov.sg/events/ang-mo-kio-cc-healthy-families-strong-communities-23-may-2026-68707875,Ang Mo Kio CC,23 May 2026,8:30 AM - 12:30 PM,True,0.0,0.0,Health & Fitness (this-month)
32413331,TPNZ2 - HPB Zumba (May 2026),https://www.onepa.gov.sg/events/tpnz2-hpb-zumba-may-2026-32413331,Toa Payoh North Zone 2 RN,03 May 2026 - 31 May 2026,7:00 PM - 9:00 PM,True,0.0,0.0,Health & Fitness (this-month)
66155620,TPNZ2 - HPB Pilates (May 2026),https://www.onepa.gov.sg/events/tpnz2-hpb-pilates-may-2026-66155620,Toa Payoh North Zone 2 RN,03 May 2026 - 31 May 2026,6:30 PM - 8:30 PM,True,0.0,0.0,Health & Fitness (this-month)
22452663,20260518 LG: Resistance Band 18 May 2026,https://www.onepa.gov.sg/events/20260518-lg-resistance-band-18-may-2026-22452663,Kampong Chai Chee Linear Green RN,18 May 2026,8:00 AM - 10:00 AM,True,0.0,0.0,Health & Fitness (this-month)
41852983,20260511 LG: Resistance Band 11 May 2026,https://www.onepa.gov.sg/events/20260511-lg-resistance-band-11-may-2026-41852983,Kampong Chai Chee Linear Green RN,11 May 2026,8:00 AM - 10:00 AM,True,0.0,0.0,Health & Fitness (this-month)
43519220,20260528 LG: Zumba Gold 28 May 2026,https://www.onepa.gov.sg/events/20260528-lg-zumba-gold-28-may-2026-43519220,Kampong Chai Chee Linear Green RN,28 May 2026,7:30 AM - 9:30 AM,True,0.0,0.0,Health & Fitness (this-month)
57994088,20260514 LG: Zumba Gold 14 May 2026,https://www.onepa.gov.sg/events/20260514-lg-zumba-gold-14-may-2026-57994088,Kampong Chai Chee Linear Green RN,14 May 2026,7:30 AM - 9:30 AM,True,0.0,0.0,Health & Fitness (this-month)
96267926,Tampines Parkview RN: Family Sports Day!,https://www.onepa.gov.sg/events/tampines-parkview-rn-family-sports-day-96267926,Tampines Parkview RN,30 May 2026,10:00 AM - 2:00 PM,True,2.0,2.0,Health & Fitness (this-month)
14766260,Toa Payoh Heights RN Meridian Flapping - May 2026,https://www.onepa.gov.sg/events/toa-payoh-heights-rn-meridian-flapping-may-2026-14766260,Toa Payoh Heights RN,04 May 2026 - 29 May 2026,9:00 AM - 10:00 AM,True,0.0,0.0,Health & Fitness (this-month)
